,user_id,11-2018,12-2018,01-2019,02-2019,03-2019,04-2019,05-2019,09-2019,06-2019
379,3724,1,0,0,0,0,0,0,0,0
380,2773,4,2,8,2,0,0,0,0,0
381,3633,3,0,0,0,0,0,0,0,0
382,3693,2,5,2,1,0,0,0,0,0
383,3564,3,0,9,1,0,0,0,0,0
384,3532,1,4,0,0,0,0,0,0,0
385,3219,2,0,0,0,0,0,0,0,0
386,3728,3,0,0,0,0,0,0,0,0
387,3730,2,4,5,3,0,0,0,0,0
388,3729,2,2,3,2,0,0,0,0,0
389,3736,3,3,2,2,3,3,0,0,0
390,3680,2,0,0,0,0,0,0,0,0
391,3713,1,4,9,4,3,1,0,0,0
392,3732,3,3,5,1,1,0,0,0,0
393,3671,2,2,3,1,1,0,0,0,0
394,3734,2,4,2,0,0,0,0,0,0
395,3742,2,0,3,0,0,0,0,0,0
396,3744,3,3,0,0,0,0,0,0,0
397,3743,2,0,0,0,0,0,0,0,0
398,3624,2,0,0,0,0,0,0,0,0
399,3581,3,3,3,1,3,2,0,0,0
400,3747,3,3,4,1,0,0,0,0,0
401,3749,2,2,0,0,0,0,0,0,0
402,3748,1,0,0,3,0,0,0,0,0
403,2768,4,5,3,2,2,3,0,0,0
404,3750,1,0,0,0,0,0,0,0,0
405,3731,3,2,0,0,0,0,0,0,0
406,3751,2,4,3,1,1,1,0,0,0
407,3753,3,3,2,0,2,2,0,0,0
408,3755,2,2,3,0,0,0,0,0,0
409,3756,2,1,2,0,0,0,0,0,0
410,3758,2,1,2,0,0,0,0,0,0
411,3754,3,0,0,2,0,0,0,0,0
412,3757,1,0,0,0,1,1,0,0,0
413,3759,2,2,5,1,0,0,0,0,0
414,3763,1,0,0,0,0,0,0,0,0
415,3764,1,0,2,0,0,0,0,0,0
416,2278,1,0,1,0,0,0,0,0,0
417,3771,1,5,1,2,0,0,0,0,0
418,3740,3,5,3,1,2,0,0,0,0
419,3782,1,0,0,0,0,0,0,0,0
420,3781,2,2,1,0,0,3,0,0,0
421,3784,1,0,0,2,1,3,0,0,0
422,3785,2,3,2,0,1,0,0,0,0
423,3786,2,2,2,0,0,0,0,0,0
424,3775,3,3,1,0,0,0,0,0,0
425,3789,2,0,0,0,0,1,0,0,0
426,3791,3,4,8,2,2,3,0,0,0
427,3760,3,2,3,1,2,3,0,9,0
428,3792,3,0,0,5,2,3,0,0,0
429,3560,2,0,2,1,0,0,0,0,0
430,3718,1,0,5,2,0,2,0,0,0
431,3720,1,0,0,0,0,0,0,0,0
432,3796,1,0,0,0,0,0,0,0,0
433,3799,1,0,1,0,0,0,0,0,0
434,3801,3,1,0,0,0,0,0,0,0
435,3800,1,0,1,3,1,0,0,0,0
436,3808,1,1,5,0,0,0,0,0,0
437,2936,1,0,0,0,0,0,0,0,0
438,3810,1,0,1,0,0,0,0,0,0
439,3806,3,2,2,1,0,0,0,0,0
440,3737,2,2,1,0,0,5,0,0,0
441,3812,1,0,2,0,0,0,0,0,0
442,3809,1,0,0,0,1,0,0,0,0
443,3783,2,0,0,0,0,0,0,0,0
444,3814,1,0,0,0,0,0,0,0,0
445,3815,1,0,0,0,0,0,0,0,0
446,3819,2,1,0,0,0,0,0,0,0
447,3823,1,0,2,0,0,0,0,0,0
448,3804,1,0,0,0,0,0,0,0,0
449,3824,1,0,0,0,0,0,0,0,0
450,3826,3,0,0,0,0,0,0,0,0
451,3825,2,3,1,0,0,0,0,0,0
452,3820,1,0,1,0,0,0,0,0,0
453,3233,1,3,2,0,0,0,0,0,0
454,3319,2,6,0,1,0,0,0,0,0
455,3818,2,1,0,0,0,0,0,0,0
456,3822,1,0,0,0,0,0,0,0,0
457,3827,1,0,1,0,0,0,0,0,0
458,2125,4,3,3,1,0,0,0,0,0
459,3828,1,0,0,0,0,0,0,0,0
460,3829,1,0,1,0,0,0,0,0,0
461,3830,3,3,1,1,0,0,0,0,0
462,2969,1,1,0,0,0,0,0,0,0
463,3832,3,3,4,2,2,3,0,0,0
464,3834,2,0,2,1,0,0,0,0,0
465,3835,3,0,1,1,2,1,0,0,0
466,3837,3,4,2,1,2,3,0,0,0
467,3831,1,6,0,0,0,0,0,0,0
468,3841,1,0,3,0,0,0,0,0,0
469,3842,2,0,0,0,0,0,0,0,0
470,3843,2,0,0,0,0,0,0,0,0
471,3844,3,2,5,0,1,2,0,0,0
472,3064,2,8,8,3,0,0,0,0,0
473,3845,1,4,1,1,2,0,0,0,0
474,3779,3,2,3,0,0,0,0,0,0
475,3846,1,0,0,0,0,0,0,0,0
476,3847,1,0,1,0,0,4,0,0,0
477,3850,2,0,0,1,0,0,0,0,0
478,3851,1,2,1,0,0,0,0,0,0
479,3855,2,1,1,1,1,0,0,0,0
480,3857,1,0,0,0,0,1,0,0,0
481,3859,1,1,1,1,1,0,0,0,0
482,3852,1,0,0,0,0,0,0,0,0
483,2096,1,0,7,2,0,0,0,0,0
484,3766,2,1,0,0,0,4,0,3,0
485,3861,2,0,2,0,2,1,0,0,0
486,3864,1,6,10,1,0,0,0,0,0
487,3866,1,0,0,0,0,0,0,0,0
488,3821,2,5,3,1,1,0,0,0,0
489,3877,1,3,6,1,0,0,0,0,0
490,3879,2,5,5,1,0,0,0,0,0
491,3880,1,0,0,4,0,0,0,0,0
492,3881,1,0,0,4,0,0,0,0,0
493,3309,2,0,0,1,0,0,0,0,0
494,3883,1,0,0,0,0,0,0,0,0
495,2675,2,3,1,0,0,0,0,0,0
496,3885,3,0,0,0,0,0,0,0,0
497,3887,3,0,0,0,0,0,0,0,0
498,3889,3,0,0,0,0,0,0,0,0
499,3895,3,2,0,0,0,0,0,0,0
500,3893,2,2,3,2,0,4,0,0,0
501,2112,3,2,6,0,0,0,0,0,0
502,3892,3,5,3,0,0,0,0,0,0
503,3896,3,1,0,0,0,0,0,0,0
504,3897,1,0,0,0,0,0,0,0,0
505,3899,3,1,1,0,0,0,0,0,0
506,3901,1,1,4,1,2,0,0,0,0
507,3898,3,1,3,0,0,0,0,0,0
508,3902,2,2,0,0,0,0,0,0,0
509,3904,1,1,3,1,1,0,0,0,0
510,3906,3,1,1,0,0,0,0,0,0
511,3907,2,5,2,1,0,0,0,0,0
512,3900,2,4,4,0,0,2,0,0,0
513,3912,3,3,2,0,0,0,0,0,0
514,3913,2,4,0,0,0,0,0,0,0
515,2259,2,3,0,0,0,0,0,0,0
516,3919,1,0,2,3,0,0,0,0,0
517,3918,2,3,0,0,0,0,0,0,0
518,3922,1,0,1,0,1,0,0,0,0
519,3926,1,0,2,3,2,2,0,0,0
520,3925,1,0,0,0,0,0,0,0,0
521,3551,2,3,4,0,1,0,0,0,0
522,2976,2,0,0,0,0,0,0,0,0
523,3943,1,0,0,1,0,0,0,0,0
524,3947,2,0,0,0,0,0,0,0,0
525,3948,2,1,0,0,0,0,0,0,0
526,3953,1,0,0,1,0,0,0,0,0
527,3955,1,1,0,0,0,0,0,0,0
528,3956,2,1,0,0,0,0,0,0,0
529,3924,2,0,3,0,0,0,0,0,0
530,3961,1,0,0,1,0,0,0,0,0
531,3738,1,1,0,0,0,0,0,0,0
532,3962,3,0,0,0,0,0,0,0,0
533,3964,1,0,0,0,0,0,0,0,0
534,3965,2,0,0,0,0,0,0,0,0
535,3966,1,0,0,0,0,0,0,0,0
536,3921,2,9,5,2,0,0,0,2,0
537,3967,1,0,0,0,0,0,0,0,0
538,3969,1,0,2,0,0,0,0,0,0
539,3963,2,2,5,2,1,1,0,0,0
540,3910,3,3,5,0,0,0,0,0,0
541,3970,2,0,3,0,0,0,0,0,0
542,3972,1,0,0,3,0,0,0,0,0
543,3973,1,1,0,0,0,0,0,0,0
544,3974,2,0,3,1,0,0,0,0,0
545,3978,2,3,3,1,2,4,0,0,0
546,3927,2,0,0,0,0,0,0,0,0
547,3853,3,2,5,3,1,0,0,0,0
548,3979,1,0,0,3,0,2,0,0,0
549,3874,0,3,0,0,0,0,0,0,0
550,2060,3,4,3,0,0,0,0,0,0
551,3981,2,0,1,1,0,0,0,0,0
552,3838,1,0,0,0,0,0,0,0,0
553,2960,1,5,2,0,1,2,0,0,0
554,3840,1,0,0,0,0,0,0,0,0
555,3934,2,1,5,2,0,0,0,0,0
556,3985,2,1,1,1,0,0,0,0,0
557,3987,2,1,1,0,0,0,0,0,0
558,3931,2,4,0,0,0,0,0,0,0
559,3989,2,4,1,2,2,3,0,0,0
560,3990,0,3,1,0,0,0,0,0,0
561,3991,2,1,1,0,0,0,0,0,0
562,3761,2,4,3,0,0,0,0,0,0
563,3993,1,0,1,0,0,0,0,0,0
564,3994,2,0,0,0,0,0,0,0,0
565,3995,2,1,2,0,0,0,0,0,0
566,3996,2,1,0,0,0,0,0,0,0
567,3998,2,0,0,0,0,0,0,0,0
568,3982,3,2,14,2,0,0,0,0,0
569,2866,1,0,4,0,0,0,0,0,0
570,3999,2,0,3,0,0,0,0,0,0
571,4000,2,0,0,0,0,0,0,0,0
572,4002,1,0,0,0,0,0,0,2,0
573,4003,2,4,0,0,0,0,0,1,0
574,4004,1,1,0,0,0,0,0,0,0
575,4008,2,1,0,0,0,0,0,0,0
576,4009,2,1,1,1,0,0,0,0,0
577,3914,2,1,0,0,0,0,0,0,0
578,2998,3,4,2,1,0,0,0,0,0
579,4020,1,1,0,0,0,0,0,0,0
580,3817,1,0,6,1,3,4,0,0,0
581,3063,1,0,0,0,0,0,0,0,0
582,4023,1,5,2,0,0,1,0,0,0
583,4026,2,1,0,0,0,0,0,0,0
584,2154,1,1,5,0,1,0,0,0,0
585,4038,1,0,0,0,0,0,0,0,0
586,4033,1,0,1,0,0,0,0,0,0
587,4045,2,1,1,0,0,1,0,0,0
588,4017,2,1,0,0,0,0,0,0,0
589,4051,1,0,0,0,0,0,0,0,0
590,3945,1,4,7,1,0,0,0,0,0
591,4055,2,0,1,0,0,0,0,0,0
592,4058,1,1,2,0,0,0,0,0,0
593,4060,1,1,2,2,2,3,0,0,0
594,4062,1,1,2,0,0,0,0,0,0
595,4063,1,0,1,0,0,0,0,0,0
596,4064,1,1,0,2,0,0,0,0,0
597,4065,1,0,0,0,1,0,0,0,0
598,4066,2,0,0,0,0,0,0,0,0
